11/09/2000 Kansas                  99 UCLA                    98 N New York, NY
12/09/2000 Cascade                 68 Eastern Washington     100
12/09/2000 Southern Utah           89 Montana                 87
12/09/2000 Alcorn St.              76 Texas El Paso           84
12/09/2000 Montana Tech            29 Utah St.                79
12/09/2000 Missouri Kansas City    56 Pacific                 59 N Lincoln, NE
12/09/2000 Gonzaga                 69 Boise St.               94
12/09/2000 Cal Poly-SLO            68 San Francisco           71
12/09/2000 Southern California     75 Cal Santa Barbara       73
12/09/2000 Portland St.            65 Portland                66
12/09/2000 Wyoming                 78 Cal St. Fullerton       61
12/09/2000 UNLV                    71 Nevada                  80
12/09/2000 San Diego               55 San Diego St.           52
12/09/2000 Cal Riverside           67 Oregon St.              63
12/09/2000 Colorado                63 California              75
12/09/2000 San Jose St.            60 Pepperdine              62
12/09/2000 Delta St.               72 Mississippi Valley St.  83
12/10/2000 Oral Roberts            81 Tulsa                   89
12/10/2000 Hartford                71 Vermont                 81
12/10/2000 Northwestern            44 La Salle                62
12/10/2000 Canisius                75 Rider                   84
12/10/2000 Fairfield               70 Loyola (MD)             69
12/10/2000 Siena                   58 Marist                  62
12/10/2000 Massachusetts           51 Ohio St.                54
12/10/2000 Florida A&M             50 Florida                125
12/11/2000 Lafayette               83 Fordham                 96
12/11/2000 Columbia                45 Lehigh                  42
12/11/2000 Providence              93 George Washington       80
12/11/2000 Yale                    63 Rhode Island            68
12/11/2000 Fairleigh Dickinson     66 St. Bonaventure         95
12/11/2000 Villanova               78 St. Joseph's (PA)       75
12/11/2000 Oakland                 58 Cincinnati              97
12/11/2000 Wright St.              68 Wisconsin Green Bay     67
12/11/2000 Nevada                  74 Montana St.             83
12/11/2000 Albany (NY)             61 California              95
12/12/2000 Central Connecticut     56 Air Force               63
12/12/2000 Massachusetts           67 Connecticut             82
12/12/2000 Howard                  67 American                65
12/12/2000 Coastal Carolina        60 Georgetown              78
12/12/2000 Fairfield               91 St. Francis (NY)        83
12/12/2000 Mercer                  66 Western Carolina        63
12/12/2000 Ohio                    89 Duquesne                94
12/12/2000 Haverford               50 Dartmouth               70
12/12/2000 Towson                  66 Delaware St.            84
12/12/2000 Boston University       79 Maine                   67
12/12/2000 Marist                  67 Richmond                74
12/12/2000 Louisiana Tech          53 Minnesota               69
12/12/2000 Central Florida         68 Middle Tennessee St.    64
12/12/2000 Nicholls St.            64 New Orleans             68
12/12/2000 West Florida            48 South Alabama           69
12/12/2000 Kansas                  75 DePaul                  69
12/12/2000 Illinois Chicago        87 Oregon                 110
12/12/2000 Montana                 54 Washington St.          67
12/13/2000 Oregon St.              53 Denver                  54
12/13/2000 Stony Brook             79 MD Eastern Shore        85
12/13/2000 Bowling Green           71 Michigan                89
12/13/2000 St. John's (NY)         58 Ohio St.                71
12/13/2000 Hofstra                 60 Iona                    61
12/13/2000 Chattanooga             59 UAB                     65
12/13/2000 Savannah St.            51 Bethune Cookman         74
12/13/2000 McNeese St.             68 LSU                     87
12/13/2000 MD Baltimore County     67 Maryland                93
12/13/2000 SE Louisiana            46 Mississippi             58
12/13/2000 Louisiana College       67 Louisiana Monroe        71
12/13/2000 St. Peter's             56 Northwestern            83
12/13/2000 Siena                   85 St. Bonaventure         99
12/13/2000 Pennsylvania            78 Seton Hall              80
12/13/2000 Missouri Kansas City    64 Colorado                80
12/13/2000 Cal San Diego           60 Cal Irvine              97
12/13/2000 Texas Pan American      68 Pacific                 87
12/13/2000 Portland St.            60 San Diego               74
12/13/2000 Fresno St.              64 Santa Clara             51
12/14/2000 Eastern Washington      81 Cal Poly-SLO            87
12/14/2000 Wisconsin               66 Temple                  58
12/14/2000 NC Asheville            84 Appalachian St.         64
12/14/2000 Massachusetts           68 Boston University       52
12/14/2000 Coastal Carolina        72 Campbell                75
12/14/2000 Hartford                66 New Hampshire           84
12/14/2000 Villanova               79 La Salle                72 N Philadelphia, PA
12/14/2000 Rutgers                 46 Princeton               44
12/14/2000 Albany (NY)             66 Army                    70
12/14/2000 Arkansas St.            60 Memphis                 83
12/14/2000 Fisk                    70 Tennessee St.           86
12/14/2000 Xavier (OH)             69 Cincinnati              67
12/14/2000 Grambling               74 Alabama St.             78
12/14/2000 Southern Utah           52 Brigham Young           58
12/14/2000 Idaho                   56 Montana                 79
12/14/2000 Pepperdine              73 Southern California     76
12/14/2000 Cal St. Dominguez Hill  62 Long Beach St.          94
12/14/2000 Dominican College       70 St. Mary's (CA)         90
12/15/2000 Central Florida         55 South Florida           85
12/15/2000 Oral Roberts            68 Drake                   88
12/15/2000 SC Aiken                49 College of Charleston   67
12/15/2000 Tennessee               99 Middle Tennessee St.    83 N Nashville, TN
12/15/2000 Montana Tech            31 Idaho St.               78
12/16/2000 Cincinnati              90 UNLV                    72
12/16/2000 Tennessee St.           80 Jacksonville St.        84
12/16/2000 Missouri                94 Iowa                    99
12/16/2000 Indiana St.             74 Ball St.                80
12/16/2000 Auburn                 101 Oregon                  97 N Las Vegas, NV
12/16/2000 Boise St.               80 Weber St.               88
12/16/2000 Arizona                 73 Illinois                81 n Chicago, IL
12/16/2000 Nebraska                72 Miami (FL)              64 n Sunrise, FL
12/16/2000 Appalachian St.         62 East Carolina           79
12/16/2000 Kentucky                45 Michigan St.            46
12/16/2000 NC Wilmington           53 Butler                  48
12/16/2000 Gardner Webb            62 Samford                 77
12/16/2000 Texas A&M Corpus Chris  71 Texas                   79
12/16/2000 High Point              39 Wright St.              80
12/16/2000 Hofstra                 86 St. John's (NY)         80 N Uniondale, NY
12/16/2000 New Hampshire           59 North Carolina St.     103
12/16/2000 Dartmouth               78 Harvard                 79
12/16/2000 Ohio                    65 Western Michigan        76
12/16/2000 Howard                  90 Georgetown             123
12/16/2000 Dayton                  76 St. Louis               73
12/16/2000 Charlotte               72 Indiana                 76
12/16/2000 Eastern Illinois        86 Loyola Chicago          80
12/16/2000 Texas Lutheran          55 SW Texas St.           104
12/16/2000 Elon                    51 Evansville              66
12/16/2000 Gonzaga                 71 Florida                 85 n Sunrise, FL
12/16/2000 Wisconsin Green Bay     57 Syracuse                69
12/16/2000 James Madison           69 Long Island             66
12/16/2000 Lakeland                49 Chicago St.             79
12/16/2000 Wofford                 74 Clemson                 78
12/16/2000 Winthrop                50 Marshall                73
12/16/2000 Utah St.                67 Brigham Young           69
12/16/2000 Mount St. Mary's        42 Loyola (MD)             59
12/16/2000 Valparaiso              46 Purdue                  73 n Indianapolis, IN
12/16/2000 Reinhardt               54 Troy St.                75
12/16/2000 Robert Morris           56 West Virginia           77
12/16/2000 Oakland                 77 Toledo                  83
12/16/2000 St. Peter's             50 Monmouth (NJ)           79
12/16/2000 Washington              63 Florida International   61
12/16/2000 Stony Brook             60 Rutgers                 67
12/16/2000 Northeastern            67 Rhode Island            80
12/16/2000 Marquette               59 Xavier (OH)             75
12/16/2000 Canisius                78 Cornell                 71
12/16/2000 Rhodes                  60 Davidson                93
12/16/2000 Bowling Green           69 Marist                  86
12/16/2000 Rider                   57 Delaware                72
12/16/2000 Louisville              65 South Alabama           72
12/16/2000 Fairleigh Dickinson     66 Coastal Carolina        56
12/16/2000 VMI                     81 Old Dominion            89
12/16/2000 Detroit                 54 Youngstown St.          53
12/16/2000 Austin Peay             77 IUPUI                   74
12/16/2000 New Orleans             57 LSU                     84
12/16/2000 Wisconsin Milwaukee     47 Wisconsin               55
12/16/2000 Eastern Washington      56 Kansas St.              70
12/16/2000 Centenary               58 Louisiana Tech          64
12/16/2000 McNeese St.             72 Lamar                   74
12/16/2000 Furman                  64 Vanderbilt              78
12/16/2000 Liberty                 57 Towson                  75
12/16/2000 Texas Southern          52 Southern                59
12/16/2000 SW Missouri St.         71 SE Missouri St.         73
12/16/2000 Louisiana Monroe        55 SE Louisiana            64
12/16/2000 Northwestern St.        59 Oklahoma St.            73
12/16/2000 Coppin St.              49 Oklahoma               103
12/16/2000 Morehead St.            62 Ohio St.                93
12/16/2000 Texas Arlington         65 Missouri Kansas City    70
12/16/2000 Georgia Southern        74 Belmont                 79
12/16/2000 Akron                   58 Western Kentucky        73
12/16/2000 Northwestern            53 Pepperdine              55
12/16/2000 Arkansas St.            71 Southern Mississippi    76
12/16/2000 Georgia                 57 Wake Forest             75
12/16/2000 Wichita St.             64 Creighton               74
12/16/2000 Morris Brown            55 Arkansas Little Rock    88
12/16/2000 Grambling               78 Alabama A&M             86
12/16/2000 Prairie View A&M        64 Alcorn St.              86
12/16/2000 Washington St.          63 Utah                    87
12/16/2000 Idaho                   31 Montana St.             68
12/16/2000 Jackson St.             48 Alabama St.             62
12/16/2000 Tulsa                   69 Kansas                  92
12/16/2000 North Texas             55 Alabama                 94 n Mobile, AL
12/16/2000 UAB                     67 Fresno St.              87
12/16/2000 Lewis & Clark           61 San Francisco           71
12/16/2000 Cal St. Sacramento      55 Portland                75
12/16/2000 Baylor                  80 Cal St. Fullerton       50
12/16/2000 Oregon St.              53 Wyoming                 65 n Casper, WY
12/16/2000 Portland St.            66 Loyola Marymount        62
12/16/2000 Arizona St.             62 San Diego St.           64
12/16/2000 St. Mary's (CA)         65 Nevada                  67
12/16/2000 Pacific                 56 San Jose St.            62
12/16/2000 Cal Irvine              60 UCLA                    65
12/16/2000 Texas Pan American      73 Hawaii                  86
12/17/2000 Pittsburgh              73 VA Commonwealth         76
12/17/2000 Drake                   55 Iowa St.                75
12/17/2000 Jacksonville            61 Florida St.             75
12/17/2000 Norfolk St.             62 Maine                   71
12/17/2000 Holy Cross              87 Vermont                 73
12/17/2000 Buffalo                 74 North Carolina          95
12/17/2000 St. Joseph's (PA)       76 DePaul                  80
12/17/2000 Tennessee Tech          68 Notre Dame              82
12/17/2000 Texas San Antonio       87 Illinois St.            95
12/17/2000 South Florida           67 Illinois Chicago        51
12/17/2000 Boston College          74 Massachusetts           65
12/17/2000 Murray St.              79 Southern Illinois       94
12/17/2000 Houston                 69 Southern Methodist      94
12/17/2000 Whitman                 55 Montana                 86
12/17/2000 Cal Riverside           72 Cal Poly-SLO            95
12/18/2000 Long Beach St.          57 Loyola Marymount        54
12/18/2000 East Tennessee St.      75 Virginia Tech           81
12/18/2000 High Point              68 Eastern Kentucky        72
12/18/2000 McNeese St.             92 Sam Houston St.         96
12/18/2000 Oregon                  72 Northern Arizona        70
12/18/2000 Missouri                68 Indiana                 63
12/18/2000 Mars Hill               52 Appalachian St.         85
12/18/2000 Randolph Macon          62 VMI                     75
12/18/2000 Bryan                   81 Wofford                 95
12/18/2000 Tennessee Martin        48 Butler                  77
12/18/2000 Birmingham Southern     95 Florida Atlantic        68
12/18/2000 Cal St. Northridge      84 James Madison           70
12/18/2000 Central Michigan        60 Detroit                 74
12/18/2000 Elon                    54 Indiana St.             80
12/18/2000 South Carolina St.      44 The Citadel             62
12/18/2000 Loyola Chicago          70 Louisville              86
12/18/2000 Radford                 52 Wake Forest             92
12/18/2000 Eastern Illinois        73 Miami (FL)              83
12/18/2000 East Carolina           73 Mount St. Mary's        66
12/18/2000 Wagner                  91 Penn St.               100
12/18/2000 Wartburg                72 Central Florida         61
12/18/2000 Santa Clara             52 Purdue                  98
12/18/2000 Christian Brothers      54 Memphis                 98
12/18/2000 Troy St.                65 Mississippi             92
12/18/2000 Prairie View A&M        87 Southern               100
12/18/2000 Savannah St.            60 Western Kentucky       103
12/18/2000 Texas A&M Corpus Chris  86 Texas Tech              80
12/18/2000 SE Louisiana            58 Mississippi St.         78
12/18/2000 Campbell                73 Middle Tennessee St.    78
12/18/2000 Drexel                  56 La Salle                74
12/18/2000 Princeton               45 TCU                     76
12/18/2000 Morris Brown            75 Arkansas St.            87
12/18/2000 Northwestern St.        85 Oral Roberts            78
12/18/2000 Hampton                 68 Wichita St.             51
12/18/2000 Jackson St.             51 Alabama A&M             63
12/18/2000 Texas Southern          74 Alcorn St.              93
12/18/2000 Louisiana Monroe        66 Nicholls St.            79
12/18/2000 Denver                  53 Colorado St.            80
12/18/2000 West New Mexico         55 New Mexico St.         104
12/18/2000 Florida A&M             57 Texas El Paso           99
12/18/2000 Sacred Heart            52 Stanford                94
12/18/2000 Alaska Anchorage        71 UNLV                   101
12/18/2000 Idaho St.               56 Georgia Tech            78 N Palo Alto, CA
12/19/2000 Florida St.             85 Cleveland St.           87
12/19/2000 Bethune Cookman         64 Florida                106
12/19/2000 West Virginia           67 Ohio                    79
12/19/2000 Tennessee               89 Virginia               107 N East Rutherford, NJ
12/19/2000 Vermont                 71 Harvard                 89
12/19/2000 Old Dominion            81 Dayton                  76
12/19/2000 Quinnipiac              47 Dartmouth               69
12/19/2000 St. Francis (PA)        53 Morehead St.            70
12/19/2000 Gettysburg              62 Navy                    81
12/19/2000 Canisius                71 Notre Dame              99
12/19/2000 NC Asheville            55 South Carolina          80
12/19/2000 Loyola (MD)             72 MD Baltimore County     90
12/19/2000 Arkansas Little Rock    60 Oklahoma St.            70
12/19/2000 Georgia Southern        79 Auburn                  93
12/19/2000 Grambling               82 Baylor                  91
12/19/2000 Loyola New Orleans      41 Lamar                   67
12/19/2000 Texas Arlington         84 TCU                    115
12/19/2000 South Alabama           82 Murray St.              76
12/19/2000 Creighton               86 Tulsa                   76
12/19/2000 Centenary               52 Iowa                    72
12/19/2000 Samford                 66 Louisiana Lafayette     76 N Fresno, CA
12/19/2000 Texas A&M Kingsville    82 North Texas             91
12/19/2000 St. Louis               43 DePaul                  68
12/19/2000 Michigan St.            72 Seton Hall              57
12/19/2000 Miami (OH)              47 Wright St.              56
12/19/2000 Idaho St.               95 Sacred Heart            59 N Palo Alto, CA
12/19/2000 Delaware St.            64 Wyoming                 92
12/19/2000 San Francisco           58 Boise St.               65
12/19/2000 Western Oregon          50 Southern Utah           70
12/19/2000 Duke                    97 Portland                64
12/19/2000 Belmont                 74 Cal Irvine              84
12/19/2000 Lipscomb                92 Cal Poly-SLO            87
12/19/2000 Eastern Washington      50 Oregon St.              58
12/19/2000 Utah                    69 Pepperdine              56
12/19/2000 Toledo                  72 Fresno St.              88
12/19/2000 Georgia Tech            66 Stanford                80
12/19/2000 Arkansas Tech           41 Southern Mississippi    87
12/20/2000 Samford                 74 Toledo                  80 N Fresno, CA
12/20/2000 Florida Atlantic        81 Clemson                 94 N San Juan, PR
12/20/2000 VA Commonwealth         90 Evansville              82 N Carolina, PR
12/20/2000 Southern Methodist     101 Puerto Rico Mayaguez    72
12/20/2000 Youngstown St.          65 Cincinnati              74 N San Juan, PR
12/20/2000 Iona                    80 Nebraska                81 N Carolina, PR
12/20/2000 Northern Iowa           56 Alabama                 64 N San Juan, PR
12/20/2000 Kent St.                67 Northwestern            58 N Carolina, PR
12/20/2000 Delaware                82 Charleston Southern     63
12/20/2000 Washington              67 AU Puerto Rico          47
12/20/2000 Santa Clara             60 Butler                  84
12/20/2000 Chicago St.             71 Eastern Michigan        60
12/20/2000 Holy Cross              65 Fordham                 63
12/20/2000 Coastal Carolina        65 George Mason            81
12/20/2000 Indiana St.             70 IUPUI                   72
12/20/2000 Birmingham Southern     68 Stetson                 84
12/20/2000 Mary Washington         47 VMI                     77
12/20/2000 Cal St. Fullerton       67 Eastern Kentucky        73
12/20/2000 Virginia Tech           59 Mount St. Mary's        56
12/20/2000 Texas                   71 Houston                 60
12/20/2000 Jacksonville St.        57 College of Charleston   68
12/20/2000 Hampton                 71 Kansas St.              86
12/20/2000 Scranton                69 Lafayette               81
12/20/2000 Western Carolina        66 Marquette               78
12/20/2000 Tougaloo                67 Louisiana Monroe       122
12/20/2000 Robert Morris           46 Ohio St.                88
12/20/2000 SW Texas St.            48 Oklahoma                96
12/20/2000 Campbell                54 SE Missouri St.         81
12/20/2000 Asbury                  52 Tennessee Tech         110
12/20/2000 Gonzaga                 61 Wisconsin Green Bay     72
12/20/2000 Northwestern St.        47 Arkansas               115
12/20/2000 Missouri Kansas City    58 SW Missouri St.         70
12/20/2000 Western Illinois        61 Bradley                 75
12/20/2000 Portland St.            62 Rice                    74
12/20/2000 Mercer                  42 Arizona St.             59
12/20/2000 Austin Peay             74 Colorado St.            72
12/20/2000 Schreiner               50 Stephen F. Austin       95
12/20/2000 Charlotte               94 Texas El Paso           81
12/20/2000 San Jose St.            83 Cal St. Sacramento      58
12/20/2000 LSU                     75 Arizona                 88
12/20/2000 Louisiana Lafayette     69 Fresno St.              85
12/20/2000 Utah St.                76 Cal Riverside           62
12/21/2000 Delaware                75 College of Charleston   80
12/21/2000 Texas Tech             100 Oral Roberts            98
12/21/2000 Missouri                81 Illinois                86 N St. Louis, MO
12/21/2000 Southern California     86 BYU Hawaii              74
12/21/2000 Evansville              83 Puerto Rico Mayaguez    63
12/21/2000 Florida Atlantic        53 Youngstown St.          72 N San Juan, PR
12/21/2000 VA Commonwealth         88 Southern Methodist      94 N Carolina, PR
12/21/2000 Northern Iowa           72 AU Puerto Rico          70
12/21/2000 Iona                    67 Northwestern            69 N Carolina, PR
12/21/2000 Clemson                 80 Cincinnati              88 N San Juan, PR
12/21/2000 Kent St.                68 Nebraska                69 N Carolina, PR
12/21/2000 Iowa St.                66 Troy St.                56 N Liae, HI
12/21/2000 Jacksonville St.        81 Charleston Southern     68
12/21/2000 Alabama                 69 Washington              60 N San Juan, PR
12/21/2000 Alcorn St.              66 South Florida           79
12/21/2000 Richmond                86 Appalachian St.         60
12/21/2000 Wilmington (OH)         75 Bowling Green          112
12/21/2000 Presbyterian            61 East Carolina           65
12/21/2000 St. Francis (PA)        66 Wright St.              94
12/21/2000 Binghamton              57 Florida St.             79
12/21/2000 Tri-State               62 Central Michigan        92
12/21/2000 James Madison           72 Boston University       83
12/21/2000 Detroit                 67 Western Michigan        56
12/21/2000 Wake Forest             73 Temple                  65
12/21/2000 Cleveland St.           80 Akron                   82
12/21/2000 Morehead St.            53 Dayton                  71
12/21/2000 American                70 Jacksonville            66
12/21/2000 Alabama St.             72 Morris Brown            57
12/21/2000 Murray St.              86 Louisville              89
12/21/2000 Towson                  74 Drexel                  78
12/21/2000 Manhattan               63 St. John's (NY)         72
12/21/2000 Vermont                 86 Notre Dame              96
12/21/2000 Ferrum                  68 East Tennessee St.     109
12/21/2000 Washington & Jefferson  57 Davidson                95
12/21/2000 Memphis                 57 Miami (FL)              66
12/21/2000 Wyoming                 67 South Carolina          78
12/21/2000 Niagara                 60 Colgate                 73
12/21/2000 Pittsburgh              70 Duquesne                71 N Pittsburgh, PA
12/21/2000 Old Dominion            60 Illinois Chicago        73
12/21/2000 Tulane                  63 New Orleans             78
12/21/2000 St. Joseph's (PA)       74 Western Kentucky        68
12/21/2000 Texas Southern          64 Louisiana Tech          83
12/21/2000 Radford                 80 Middle Tennessee St.    73
12/21/2000 Alabama A&M             88 Tennessee Martin        92
12/21/2000 Wofford                 53 Vanderbilt              75
12/21/2000 SE Louisiana            66 Southern                63
12/21/2000 Arkansas St.            79 McNeese St.             87
12/21/2000 Liberty                 51 Baylor                  87
12/21/2000 Mississippi             70 Southern Illinois       66 N Liae, HI
12/21/2000 Loyola Marymount        63 Loyola Chicago          53
12/21/2000 Texas Dallas            61 Texas Pan American     101
12/21/2000 Buffalo                 66 Eastern Illinois        73
12/21/2000 Duke                    83 Stanford                84 n Oakland, CA
12/21/2000 Furman                  56 New Mexico              68
12/21/2000 Lipscomb                77 Northern Arizona        80
12/21/2000 Morgan St.              64 San Diego St.           78
12/21/2000 Cal St. Northridge      67 UAB                     71 N Honolulu, HI
12/21/2000 Westminster             61 Nevada                  85
12/21/2000 Boise St.               67 Brigham Young           83 N Liae, HI
12/21/2000 Georgia                 64 California              85 n Oakland, CA
12/21/2000 Georgia St.             65 Hawaii                  64
12/22/2000 Northern Iowa           76 Youngstown St.          79 N San Juan, PR
12/22/2000 Mississippi             84 Southern California     83 N Liae, HI
12/22/2000 Clemson                 76 Washington              77 N San Juan, PR
12/22/2000 Cincinnati              77 Alabama                 74 N San Juan, PR
12/22/2000 Florida Atlantic        60 AU Puerto Rico          77
12/22/2000 Iona                    83 Puerto Rico Mayaguez    48
12/22/2000 Northwestern            68 Evansville              52 N Carolina, PR
12/22/2000 Kent St.                81 VA Commonwealth         75 N Carolina, PR
12/22/2000 Southern Methodist      70 Nebraska                72 N Carolina, PR
12/22/2000 Troy St.                61 Boise St.               42 N Liae, HI
12/22/2000 Alcorn St.              69 Buffalo                 74
12/22/2000 Tennessee               83 Syracuse                70
12/22/2000 Cornell                 55 Lehigh                  73
12/22/2000 Central Florida         56 NC Wilmington           61
12/22/2000 Navy                    85 William & Mary          69
12/22/2000 Ohio                    92 Oakland                 85
12/22/2000 Winthrop                63 NC Greensboro           76
12/22/2000 MD Eastern Shore        51 Georgetown              75
12/22/2000 Miami (OH)              50 George Mason            64
12/22/2000 The Citadel             74 Coastal Carolina        85
12/22/2000 Bucknell                72 Penn St.                82
12/22/2000 Fairleigh Dickinson     63 Villanova               85
12/22/2000 Wagner                  82 Seton Hall              97
12/22/2000 NC Asheville            66 North Carolina St.      87
12/22/2000 Fairfield               66 Connecticut            100
12/22/2000 Southern Illinois       85 BYU Hawaii              64
12/22/2000 Florida International   48 Purdue                  93
12/22/2000 Nicholls St.            49 LSU                     92
12/22/2000 Trevecca Nazarene       78 Tennessee St.          100
12/22/2000 Lamar                   45 Oklahoma St.            86
12/22/2000 Dartmouth               62 Minnesota               81
12/22/2000 Wichita St.             49 Tulsa                   78
12/22/2000 Cal St. Fullerton       52 Valparaiso              65
12/22/2000 Air Force               51 Denver                  49
12/22/2000 Eastern Illinois        68 South Florida           90
12/22/2000 Belmont                 44 Arizona St.             92
12/22/2000 Southern Utah           77 Utah                    70
12/22/2000 Indiana                 74 Kentucky                88 N Louisville, KY
12/22/2000 UAB                     63 Georgia St.             74 N Honolulu, HI
12/22/2000 Texas A&M               76 Long Beach St.          83
12/22/2000 Cal Santa Barbara       63 St. Mary's (CA)         71
12/22/2000 Cal Santa Cruz          49 San Jose St.            58
12/22/2000 Pepperdine              64 UNLV                    69
12/22/2000 Iowa St.                77 Brigham Young           71 N Liae, HI
12/22/2000 Cal St. Northridge      70 Hawaii                  76
12/23/2000 UAB                     86 Hawaii                 100
12/23/2000 Portland St.            95 Texas A&M Corpus Chris  99
12/23/2000 Arkansas                79 Oklahoma                88
12/23/2000 Morris Brown            81 Michigan                95
12/23/2000 Princeton               47 Holy Cross              46
12/23/2000 Fordham                 91 Siena                  107
12/23/2000 Norfolk St.             79 Maryland               123
12/23/2000 Quinnipiac              55 Boston College          88
12/23/2000 Colgate                 75 Long Island             68
12/23/2000 Wisconsin               52 Marquette               47
12/23/2000 Texas Arlington         72 Stony Brook             75
12/23/2000 Dayton                  91 Louisville              68
12/23/2000 Northern Illinois       67 DePaul                  78
12/23/2000 TCU                     73 Butler                  86
12/23/2000 Maine                   74 Delaware St.            65
12/23/2000 SW Missouri St.         70 St. Louis               80
12/23/2000 Wyoming                 81 Akron                   73
12/23/2000 St. Francis (NY)        82 St. Peter's             85
12/23/2000 Virginia Tech           70 Chattanooga             84
12/23/2000 Chicago St.             55 Illinois Chicago        67
12/23/2000 Boise St.               63 BYU Hawaii              62
12/23/2000 New Orleans             65 Sam Houston St.         72
12/23/2000 Mississippi Valley St.  82 Creighton               89
12/23/2000 South Carolina St.      46 Oregon St.              62
12/23/2000 American                33 Florida                 76
12/23/2000 North Carolina          80 UCLA                    70
12/23/2000 Cal St. Sacramento      63 Washington St.          75
12/23/2000 MD Baltimore County     69 Virginia                85
12/23/2000 Kansas                  69 Ohio St.                68
12/23/2000 Eastern Kentucky        72 Loyola Chicago          79
12/23/2000 Mercer                  62 New Mexico              69
12/23/2000 Bradley                 70 Indiana St.             79
12/23/2000 Troy St.                77 Southern Illinois       69 N Liae, HI
12/23/2000 Iowa                    78 Kansas St.              86
12/23/2000 San Francisco           53 Pacific                 71
12/23/2000 Illinois                64 Texas                   72
12/23/2000 Grambling               77 Eastern Michigan        94
12/23/2000 Xavier (OH)             63 Toledo                  61
12/23/2000 Morgan St.              58 Georgia Tech            94
12/23/2000 Brown                   59 Providence             110
12/23/2000 Texas Southern          71 Houston                 68
12/23/2000 Cleveland St.           46 Temple                  73
12/23/2000 Brigham Young           67 Southern California     70 N Liae, HI
12/23/2000 San Diego               55 Wisconsin Milwaukee     58
12/23/2000 Western Illinois        70 Drake                   85
12/23/2000 Louisiana Lafayette     67 South Alabama           55
12/23/2000 IUPUI                   63 Illinois St.            82
12/23/2000 Baylor                  88 North Texas             63
12/23/2000 Arkansas St.            73 Texas Pan American      69
12/23/2000 Colorado St.            86 Colorado               109
12/23/2000 New Mexico St.          53 Texas El Paso           65
12/23/2000 Weber St.               77 Utah St.                89
12/23/2000 Iowa St.                73 Mississippi             68 N Liae, HI
12/23/2000 Coppin St.              59 California              75
12/23/2000 Georgia                 61 Fresno St.              80
12/23/2000 Cal St. Northridge      88 Georgia St.             97 N Honolulu, HI
12/23/2000 Montana St.             74 Idaho                   76
12/23/2000 Nevada                  65 Santa Clara             73
12/23/2000 Cal Irvine              80 Cal Riverside           72
12/26/2000 Princeton               52 Penn St.                65 N New York, NY
12/26/2000 Rhode Island            76 Connecticut             87
12/26/2000 Rutgers                 52 Hofstra                 58 N New York, NY
12/26/2000 Concordia (CA)          37 Utah                    88
12/26/2000 South Carolina St.      60 Oregon                  82
12/27/2000 Hartford                67 Seton Hall              85
12/27/2000 Lehigh                  52 Miami (FL)              71
12/27/2000 Wright St.              77 Oakland                 87
12/27/2000 Princeton               39 Rutgers                 53 N New York, NY
12/27/2000 Towson                  71 Michigan                73
12/27/2000 Purdue                  98 Akron                   67
12/27/2000 Chicago St.             55 Maryland               117
12/27/2000 Mt. Senario             21 Wisconsin Milwaukee    100
12/27/2000 Southern Mississippi    75 Memphis                 67
12/27/2000 High Point              49 Kentucky               102
12/27/2000 Southern California     61 Northwestern            63
12/27/2000 Bowling Green           69 Michigan St.            85 n Auburn Hills, MI
12/27/2000 St. Peter's             69 St. Joseph's (PA)       79
12/27/2000 Penn St.                74 Hofstra                 71 N New York, NY
12/27/2000 Jackson St.             81 Texas El Paso          101
12/27/2000 Texas A&M               60 St. Louis               72 N Honolulu, HI
12/27/2000 Vanguard                51 Cal St. Northridge      96
12/27/2000 Cal Santa Barbara       59 Cal Riverside           63
12/27/2000 SE Missouri St.         64 Houston                 69 N El Paso, TX
12/27/2000 Manhattan               67 Hawaii                  81
12/28/2000 Niagara                 90 Iona                   100
12/28/2000 Nebraska                70 Minnesota               74
12/28/2000 Robert Morris           55 Pittsburgh              77
12/28/2000 Harvard                 59 Georgia Tech            90
12/28/2000 NC Wilmington           55 Cincinnati              65
12/28/2000 Louisiana Lafayette     80 Mississippi St.         90 N Tucson, AZ
12/28/2000 Eastern Kentucky        72 American                67
12/28/2000 NC Greensboro           92 East Carolina          104
12/28/2000 Northeastern            65 Indiana                103 n Indianapolis, IN
12/28/2000 Cleveland St.           60 Winthrop                53 N Corpus Christi, TX
12/28/2000 New Hampshire           54 Holy Cross              64
12/28/2000 Elon                    61 Brown                   81
12/28/2000 Villanova               80 Georgia                 91
12/28/2000 Columbia                47 Syracuse                61
12/28/2000 Charleston Southern     77 Clemson                 87
12/28/2000 Virginia-Wise           52 Liberty                 97
12/28/2000 Siena                   77 Rhode Island            81
12/28/2000 Bucknell                49 Virginia                99
12/28/2000 Sam Houston St.         75 Northwestern St.        77
12/28/2000 VMI                     68 South Carolina          82
12/28/2000 Boston University       48 Providence              73
12/28/2000 Stony Brook             58 Connecticut             67
12/28/2000 Marist                  67 Central Florida         78
12/28/2000 Rice                    57 Baylor                  73
12/28/2000 Lamar                   64 Louisiana Monroe        75
12/28/2000 Western Kentucky        68 New Orleans             63
12/28/2000 St. Mary's (CA)         79 Loyola Chicago          84
12/28/2000 Florida                103 Tulane                  85
12/28/2000 Georgia Southern        60 Illinois St.            89
12/28/2000 Fairfield               67 Northern Illinois       62
