date,visitor,visitor_score,home,home_score,notes,location
01/10/2002,Long Island,64,St. Francis (PA),77,,
01/10/2002,Northern Iowa,71,Indiana St.,70,,
01/10/2002,Virginia Tech,60,Connecticut,95,,
01/11/2002,Cornell,59,Brown,72,,
01/11/2002,Pennsylvania,87,Dartmouth,71,,
01/11/2002,Princeton,50,Harvard,48,,
01/11/2002,Rutgers,54,Seton Hall,67,,
01/11/2002,Columbia,54,Yale,65,,
01/11/2002,Maine,65,Vermont,79,,
01/11/2002,Canisius,62,Rider,65,,
01/11/2002,Cal St. Sacramento,79,Idaho St.,87,,
01/11/2002,Northern Arizona,66,Weber St.,78,,
01/11/2002,San Diego,65,Portland,64,,
01/11/2002,Loyola Marymount,66,San Francisco,75,,
01/11/2002,Montana,46,Eastern Washington,79,,
01/11/2002,Montana St.,74,Portland St.,68,,
01/11/2002,Pepperdine,67,St. Mary's (CA),51,,
01/11/2002,Santa Clara,81,Gonzaga,83,,
01/12/2002,Drexel,62,Towson,68,,
01/12/2002,Murray St.,62,Austin Peay,68,,
01/12/2002,Northern Arizona,64,Idaho St.,77,,
01/12/2002,Pepperdine,74,San Francisco,68,,
01/12/2002,Cal Irvine,92,Idaho,54,,
01/12/2002,The Citadel,105,Western Carolina,97,,
01/12/2002,Florida Atlantic,100,Troy St.,107,,
01/12/2002,Pennsylvania,75,Harvard,78,,
01/12/2002,College of Charleston,73,Wofford,61,,
01/12/2002,Morris Brown,48,Savannah St.,54,,
01/12/2002,IUPUI,64,Missouri Kansas City,63,,
01/12/2002,Wright St.,74,Detroit,75,,
01/12/2002,St. Francis (NY),64,St. Francis (PA),62,,
01/12/2002,Norfolk St.,74,North Carolina A&T,73,,
01/12/2002,McNeese St.,76,SW Texas St.,71,,
01/12/2002,Lamar,61,Texas Arlington,80,,
01/12/2002,Indiana St.,56,Illinois St.,68,,
01/12/2002,San Diego St.,64,Brigham Young,75,,
01/12/2002,Stanford,79,Oregon,87,,
01/12/2002,Baylor,78,Texas,102,,
01/12/2002,Arizona St.,81,Washington St.,71,,
01/12/2002,Ohio,56,Kent St.,71,,
01/12/2002,Colorado St.,72,Wyoming,95,,
01/12/2002,MD Baltimore County,75,Monmouth (NJ),72,,
01/12/2002,Central Florida,81,Mercer,71,,
01/12/2002,Mount St. Mary's,61,Fairleigh Dickinson,81,,
01/12/2002,Radford,82,Coastal Carolina,71,,
01/12/2002,Butler,68,Youngstown St.,50,,
01/12/2002,Cornell,74,Yale,79,,
01/12/2002,Syracuse,75,West Virginia,69,,
01/12/2002,Ball St.,68,Toledo,59,,
01/12/2002,Loyola Chicago,72,Wisconsin Green Bay,68,,
01/12/2002,Drake,65,Wichita St.,81,,
01/12/2002,Boise St.,60,Tulsa,80,,
01/12/2002,Northern Iowa,58,Southern Illinois,83,,
01/12/2002,Arkansas St.,74,South Alabama,68,,
01/12/2002,Texas El Paso,59,Rice,73,,
01/12/2002,California,61,Oregon St.,53,,
01/12/2002,Quinnipiac,75,Wagner,77,,
01/12/2002,Arizona,74,Washington,69,,
01/12/2002,Cal Santa Barbara,70,Pacific,73,,
01/12/2002,Western Illinois,63,Southern Utah,68,,
01/12/2002,Cal St. Sacramento,83,Weber St.,86,,
01/12/2002,Long Beach St.,66,Utah St.,70,,
01/12/2002,Alabama A&M,63,Alabama St.,64,,
01/12/2002,St. Louis,53,Marquette,61,,
01/12/2002,Louisiana Monroe,66,Nicholls St.,61,,
01/12/2002,Davidson,73,Furman,70,,
01/12/2002,Massachusetts,86,Fordham,95,,
01/12/2002,Georgetown,70,Boston College,43,,
01/12/2002,Southern Methodist,74,Hawaii,83,,
01/12/2002,Wisconsin,64,Michigan St.,63,,
01/12/2002,Sacred Heart,47,Central Connecticut,76,,
01/12/2002,St. John's (NY),57,Providence,78,,
01/12/2002,Virginia,71,North Carolina,67,,
01/12/2002,Richmond,62,Xavier (OH),72,,
01/12/2002,VA Commonwealth,81,William & Mary,92,,
01/12/2002,Central Michigan,67,Western Michigan,81,,
01/12/2002,Clemson,55,Wake Forest,96,,
01/12/2002,Miami (FL),77,Virginia Tech,68,,
01/12/2002,UAB,36,Southern Mississippi,50,,
01/12/2002,Fairfield,77,Niagara,79,,
01/12/2002,TCU,85,Louisville,93,,
01/12/2002,Hofstra,49,James Madison,68,,
01/12/2002,Cincinnati,83,Houston,62,,
01/12/2002,VMI,90,East Tennessee St.,101,,
01/12/2002,Holy Cross,58,Lafayette,64,,
01/12/2002,Colorado,67,Nebraska,75,,
01/12/2002,Bucknell,49,Navy,64,,
01/12/2002,Stetson,82,Campbell,91,,
01/12/2002,UNLV,63,Utah,86,,
01/12/2002,Valparaiso,78,Chicago St.,66,,
01/12/2002,Oklahoma St.,69,Iowa St.,66,,
01/12/2002,Alabama,56,Auburn,59,,
01/12/2002,Michigan,70,Illinois,94,,
01/12/2002,Texas A&M Corpus Chris,81,Centenary,80,,
01/12/2002,Hampton,81,South Carolina St.,75,,
01/12/2002,MD Eastern Shore,60,Morgan St.,59,,
01/12/2002,Florida A&M,76,Howard,82,,
01/12/2002,Bethune Cookman,66,Delaware St.,86,,
01/12/2002,Liberty,64,Charleston Southern,89,,
01/12/2002,Rhode Island,42,Temple,60,,
01/12/2002,Missouri,81,Kansas St.,66,,
01/12/2002,Kansas,77,UCLA,87,,
01/12/2002,Memphis,78,Tulane,70,,
01/12/2002,Mississippi St.,59,Mississippi,66,,
01/12/2002,Akron,48,Miami (OH),50,,
01/12/2002,Chattanooga,67,Appalachian St.,81,,
01/12/2002,Minnesota,87,Purdue,71,,
01/12/2002,Northern Illinois,85,Lipscomb,80,,
01/12/2002,New Hampshire,80,Hartford,78,,
01/12/2002,South Florida,70,DePaul,63,,
01/12/2002,Texas Tech,72,Oklahoma,98,,
01/12/2002,Binghamton,94,Northeastern,76,,
01/12/2002,Stony Brook,54,Boston University,90,,
01/12/2002,Samford,60,Belmont,66,,
01/12/2002,Army,40,American,58,,
01/12/2002,Florida,95,Vanderbilt,85,,
01/12/2002,Kentucky,51,South Carolina,50,,
01/12/2002,Charlotte,84,East Carolina,75,,
01/12/2002,Louisiana Tech,78,San Jose St.,61,,
01/12/2002,Cal St. Fullerton,60,Cal Riverside,68,,
01/12/2002,Loyola Marymount,75,St. Mary's (CA),64,,
01/12/2002,Montana,99,Portland St.,88,,
01/12/2002,Cal Poly-SLO,62,Cal St. Northridge,72,,
01/12/2002,Fresno St.,85,Nevada,88,,
01/12/2002,Montana St.,90,Eastern Washington,81,,
01/12/2002,Alcorn St.,88,Mississippi Valley St.,77,,
01/12/2002,Texas Southern,57,Jackson St.,66,,
01/12/2002,Sam Houston St.,49,Stephen F. Austin,45,,
01/12/2002,Prairie View A&M,61,Grambling,79,,
01/12/2002,Tennessee Martin,91,Tennessee St.,79,,
01/12/2002,Morehead St.,59,SE Missouri St.,53,,
01/12/2002,Eastern Kentucky,59,Eastern Illinois,86,,
01/12/2002,Oakland,61,Oral Roberts,93,,
01/12/2002,King College (TN),57,Tennessee Tech,92,,
01/12/2002,Northwestern St.,72,SE Louisiana,63,,
01/12/2002,Texas A&M Kingsville,92,North Texas,100,,
01/12/2002,High Point,57,Birmingham Southern,74,,
01/12/2002,Southern,66,Arkansas Pine Bluff,61,,
01/12/2002,Illinois Chicago,49,Wisconsin Milwaukee,75,,
01/12/2002,Ohio St.,55,Northwestern,48,,
01/12/2002,Louisiana Lafayette,64,Middle Tennessee St.,69,,
01/12/2002,Long Island,66,Robert Morris,85,,
01/12/2002,Colgate,74,Lehigh,79,,
01/12/2002,Notre Dame,56,Pittsburgh,53,,
01/12/2002,Eastern Michigan,75,Marshall,97,,
01/12/2002,Manhattan,56,Marist,58,,
01/12/2002,NC Greensboro,79,Georgia Southern,67,,
01/12/2002,Dayton,88,Duquesne,44,,
01/12/2002,Elon,64,Winthrop,76,,
01/12/2002,Delaware,65,NC Wilmington,60,,
01/12/2002,Jacksonville,84,Georgia St.,72,,
01/12/2002,Columbia,50,Brown,63,,
01/12/2002,Bowling Green,85,Buffalo,73,,
01/12/2002,Princeton,57,Dartmouth,46,,
01/12/2002,Old Dominion,67,George Mason,76,,
01/12/2002,Tennessee,70,Georgia,73,,
01/13/2002,Maine,73,Albany (NY),66,,
01/13/2002,Indiana,77,Iowa,66,,
01/13/2002,Arkansas,69,LSU,75,,
01/13/2002,La Salle,72,George Washington,75,,
01/13/2002,Maryland,92,Georgia Tech,87,,
01/13/2002,St. Bonaventure,87,St. Joseph's (PA),93,,
01/13/2002,Bradley,55,Evansville,60,,
01/13/2002,Florida International,69,Denver,72,,
01/13/2002,Creighton,76,SW Missouri St.,72,,
01/13/2002,San Diego,62,Gonzaga,75,,
01/13/2002,New Mexico St.,67,Western Kentucky,83,,
01/13/2002,St. Peter's,59,Siena,73,,
01/13/2002,Santa Clara,84,Portland,73,,
01/13/2002,Iona,68,Loyola (MD),63,,
01/13/2002,Duke,76,North Carolina St.,57,,
01/13/2002,Connecticut,70,Villanova,65,,
01/13/2002,Brevard,62,NC Asheville,69,,
01/14/2002,Texas,74,Texas Tech,71,,
01/14/2002,Rider,57,Fairfield,69,,
01/14/2002,Bethune Cookman,66,Howard,73,,
01/14/2002,Louisiana Monroe,55,McNeese St.,66,,
01/14/2002,Texas A&M Corpus Chris,61,Missouri Kansas City,67,,
01/14/2002,Arkansas Little Rock,72,New Orleans,73,,
01/14/2002,St. Francis (PA),65,Robert Morris,63,,
01/14/2002,Alabama A&M,68,Savannah St.,57,,
01/14/2002,Alcorn St.,73,Arkansas Pine Bluff,65,,
01/14/2002,San Diego St.,70,Utah,76,,
01/14/2002,Notre Dame,51,Syracuse,56,,
01/14/2002,East Tennessee St.,92,NC Greensboro,104,,
01/14/2002,Hofstra,68,George Mason,82,,
01/14/2002,College of Charleston,76,Furman,72,,
01/14/2002,Wofford,77,Chattanooga,79,,
01/14/2002,Liberty,86,Coastal Carolina,80,,
01/14/2002,Wright St.,68,Cleveland St.,64,,
01/14/2002,Western Carolina,79,Appalachian St.,71,,
01/14/2002,Delaware,57,VA Commonwealth,68,,
01/14/2002,Old Dominion,66,Towson,53,,
01/14/2002,Norfolk St.,51,South Carolina St.,75,,
01/14/2002,Hampton,82,North Carolina A&T,68,,
01/14/2002,Florida A&M,50,Delaware St.,65,,
01/14/2002,Radford,63,Charleston Southern,74,,
01/14/2002,Georgia Southern,80,The Citadel,85,,
01/14/2002,New Hampshire,68,Vermont,81,,
01/14/2002,Air Force,47,New Mexico,50,,
01/14/2002,Lipscomb,82,Tennessee St.,97,,
01/14/2002,Benedictine (IL),47,Eastern Illinois,77,,
01/14/2002,Texas Southern,55,Grambling,66,,
01/14/2002,Prairie View A&M,61,Jackson St.,87,,
01/14/2002,Southern,77,Mississippi Valley St.,84,,
01/14/2002,Clark (GA),63,Morris Brown,57,,
01/15/2002,Pittsburgh,69,Miami (FL),76,,
01/15/2002,IUPU Ft. Wayne,96,Eastern Kentucky,100,,
01/15/2002,TCU,71,Houston,82,,
01/15/2002,Ohio,62,Buffalo,61,,
01/15/2002,North Carolina St.,80,Clemson,79,,
01/15/2002,Mississippi,64,Kentucky,87,,
01/15/2002,Columbia,40,Albany (NY),41,,
01/15/2002,Stony Brook,66,Binghamton,62,,
01/15/2002,Villanova,77,Virginia Tech,75,,
01/15/2002,South Florida,62,Memphis,81,,
01/15/2002,UAB,59,Marquette,67,,
01/15/2002,Willamette,48,Oregon,71,,
01/15/2002,Eastern New Mexico,82,New Mexico St.,98,,
01/15/2002,Wake Forest,74,Virginia,86,,
01/15/2002,Kansas,79,Oklahoma St.,61,,
01/15/2002,Iowa,66,Illinois,77,,
01/15/2002,UNLV,47,Brigham Young,60,,
01/15/2002,Tulane,70,Southern Mississippi,61,,
01/15/2002,MD Eastern Shore,64,Coppin St.,59,,
01/15/2002,St. Louis,49,Charlotte,77,,
01/15/2002,Ohio Dominican,73,Morehead St.,86,,
01/15/2002,IUPUI,61,Western Michigan,62,,
01/15/2002,Randolph Macon,69,Winthrop,75,,
01/15/2002,Iona,80,Marist,96,,
01/16/2002,Lehigh,85,Navy,92,,
01/16/2002,Arkansas St.,57,Florida International,56,,
01/16/2002,Tennessee,91,Mississippi St.,92,,
01/16/2002,Iowa St.,61,Colorado,63,,
01/16/2002,San Francisco,63,St. Mary's (CA),46,,
01/16/2002,San Diego,82,Santa Clara,73,,
01/16/2002,DePaul,72,Cincinnati,89,,
01/16/2002,Bowling Green,79,Ball St.,92,,
01/16/2002,Marshall,84,Central Michigan,88,,
01/16/2002,VMI,68,Davidson,79,,
01/16/2002,James Madison,59,Drexel,69,,
01/16/2002,Louisville,77,East Carolina,87,,
01/16/2002,LSU,70,Florida,102,,
01/16/2002,North Carolina,71,Florida St.,81,,
01/16/2002,Eastern Michigan,56,Miami (OH),72,,
01/16/2002,Northwestern,58,Michigan,54,,
01/16/2002,Fordham,72,St. Joseph's (PA),83,,
01/16/2002,Northern Illinois,80,Toledo,89,,
01/16/2002,NC Wilmington,58,William & Mary,56,,
01/16/2002,Texas A&M,50,Missouri,74,,
01/16/2002,Purdue,56,Michigan St.,65,,
01/16/2002,Alabama,77,Georgia,72,,
01/16/2002,Kansas St.,70,Baylor,73,,
01/16/2002,South Carolina,62,Arkansas,60,,
01/16/2002,La Salle,62,Duquesne,54,,
01/16/2002,Fairleigh Dickinson,63,Sacred Heart,75,,
01/16/2002,NC Greensboro,85,North Carolina A&T,67,N,"Greensboro, NC"
01/16/2002,Western Kentucky,55,Middle Tennessee St.,45,,
01/16/2002,Texas College,59,Centenary,82,,
01/16/2002,SW Missouri St.,80,Northern Iowa,78,,
01/16/2002,Oklahoma,78,Nebraska,51,,
01/16/2002,Drake,63,Evansville,61,,
01/16/2002,Illinois St.,56,Creighton,63,,
01/16/2002,Southern Illinois,55,Bradley,49,,
01/16/2002,Florida Atlantic,59,Birmingham Southern,65,,
01/16/2002,Minnesota,64,Wisconsin,73,,
01/16/2002,Auburn,67,Vanderbilt,73,,
01/16/2002,Temple,74,St. Bonaventure,93,,
01/16/2002,Penn St.,57,Ohio St.,76,,
01/16/2002,St. Francis (NY),85,Mount St. Mary's,73,,
01/16/2002,Colgate,46,Holy Cross,42,,
01/16/2002,Army,53,Bucknell,56,,
01/16/2002,Lafayette,57,American,52,,
01/16/2002,West Virginia,66,Rutgers,79,,
01/16/2002,Massachusetts,54,Richmond,63,,
01/16/2002,Connecticut,69,Providence,62,,
01/16/2002,Seton Hall,58,Georgetown,84,,
01/16/2002,Canisius,53,Bethune Cookman,60,,
01/16/2002,Long Island,70,MD Baltimore County,91,,
01/16/2002,High Point,72,NC Asheville,83,,
01/16/2002,Central Connecticut,84,Quinnipiac,74,,
01/16/2002,Monmouth (NJ),61,Wagner,69,,
01/16/2002,Wichita St.,64,Indiana St.,63,,
01/16/2002,Kent St.,78,Akron,54,,
01/17/2002,Southern California,80,Arizona,97,,
01/17/2002,Idaho,63,Cal St. Fullerton,59,,
01/17/2002,Wisconsin Milwaukee,86,Wright St.,80,,
01/17/2002,St. John's (NY),64,Boston College,57,,
01/17/2002,Wisconsin Green Bay,41,Butler,64,,
01/17/2002,Marist,84,Niagara,78,,
01/17/2002,Georgia St.,75,Jacksonville St.,81,,
01/17/2002,Northeastern,87,Vermont,102,,
01/17/2002,Loyola (MD),56,Rider,83,,
01/17/2002,Mercer,62,Jacksonville,75,,
01/17/2002,SW Texas St.,63,Northwestern St.,90,,
01/17/2002,Hartford,50,Maine,47,,
01/17/2002,Missouri Kansas City,63,Western Illinois,51,,
01/17/2002,Gardner Webb,78,Texas A&M Corpus Chris,86,,
01/17/2002,Campbell,55,Samford,69,,
01/17/2002,SE Louisiana,71,Sam Houston St.,70,,
01/17/2002,Texas San Antonio,70,Louisiana Monroe,72,,
01/17/2002,Nicholls St.,64,Lamar,82,,
01/17/2002,New Orleans,62,South Alabama,44,,
01/17/2002,Illinois Chicago,65,Loyola Chicago,76,,
01/17/2002,Pacific,58,Cal Irvine,62,,
01/17/2002,Washington St.,50,Stanford,83,,
01/17/2002,Fresno St.,72,Boise St.,56,,
01/17/2002,Nevada,64,Texas El Paso,93,,
01/17/2002,Lipscomb,70,Texas Pan American,96,,
01/17/2002,Maryland,78,Duke,99,,
01/17/2002,North Texas,78,Denver,70,,
01/17/2002,Rice,49,Southern Methodist,76,,
01/17/2002,Cal St. Northridge,66,Long Beach St.,54,,
01/17/2002,Washington,50,California,62,,
01/17/2002,Stephen F. Austin,52,Texas Arlington,55,,
01/17/2002,Houston,99,Prairie View A&M,85,,
01/17/2002,SE Missouri St.,73,Tennessee Martin,89,,
01/17/2002,Eastern Illinois,88,Murray St.,86,,
01/17/2002,Utah St.,68,Cal Riverside,42,,
01/17/2002,Tennessee Tech,74,Austin Peay,67,,
01/17/2002,UCLA,82,Arizona St.,79,,
01/17/2002,Oral Roberts,67,Valparaiso,87,,
01/17/2002,Tulsa,71,Louisiana Tech,68,,
01/17/2002,Belmont,59,Central Florida,76,,
01/17/2002,Xavier (OH),71,George Washington,63,,
01/17/2002,Troy St.,94,Stetson,68,,
01/17/2002,Detroit,66,Youngstown St.,51,,
01/17/2002,Delaware,44,Pennsylvania,50,,
01/17/2002,Manhattan,69,Siena,64,,
01/18/2002,West Virginia,67,Seton Hall,81,,
01/18/2002,Charlotte,81,South Florida,78,,
01/18/2002,Albany (NY),56,Dartmouth,77,,
01/18/2002,New Hampshire,75,Stony Brook,68,,
01/18/2002,Fairfield,79,Iona,90,,
01/18/2002,Idaho St.,47,Montana St.,78,,
01/18/2002,Memphis,73,Southern Mississippi,64,,
01/18/2002,Weber St.,90,Montana,71,,
01/18/2002,Portland,77,Loyola Marymount,85,,
01/18/2002,Gonzaga,79,Pepperdine,88,,
01/19/2002,Drexel,73,Delaware,78,,
01/19/2002,Iowa St.,52,Kansas St.,63,,
01/19/2002,Middle Tennessee St.,63,North Texas,85,,
01/19/2002,Evansville,63,Wichita St.,81,,
01/19/2002,Indiana St.,73,Southern Illinois,91,,
01/19/2002,Siena,68,Canisius,76,,
01/19/2002,William & Mary,59,Hofstra,68,,
01/19/2002,East Tennessee St.,66,Davidson,73,,
01/19/2002,Appalachian St.,78,Furman,91,,
01/19/2002,Central Michigan,86,Eastern Michigan,73,,
01/19/2002,NC Greensboro,77,Western Carolina,87,,
01/19/2002,James Madison,59,NC Wilmington,63,,
01/19/2002,Rider,72,Manhattan,68,,
01/19/2002,Akron,66,Ball St.,78,,
01/19/2002,Niagara,72,St. Peter's,65,,
01/19/2002,SE Missouri St.,72,Murray St.,85,,
01/19/2002,Cornell,40,Columbia,56,,
01/19/2002,South Carolina St.,67,MD Eastern Shore,70,,
01/19/2002,VA Commonwealth,79,Old Dominion,77,,
01/19/2002,Eastern Illinois,79,Tennessee Martin,81,,
01/19/2002,Utah,63,Air Force,57,,
01/19/2002,High Point,77,Radford,78,,
01/19/2002,Howard,84,Norfolk St.,87,,
01/19/2002,Navy,95,Colgate,93,,
01/19/2002,Providence,96,Miami (FL),102,,
01/19/2002,Tulane,87,TCU,82,,
01/19/2002,Cal St. Northridge,73,Cal Irvine,72,,
01/19/2002,Duquesne,89,St. Bonaventure,96,,
01/19/2002,Buffalo,82,Marshall,78,,
01/19/2002,Iowa,50,Northwestern,63,,
01/19/2002,George Mason,64,Towson,52,,
01/19/2002,Syracuse,62,Tennessee,66,,
01/19/2002,Houston,80,UAB,71,,
01/19/2002,Tennessee St.,68,Austin Peay,81,,
01/19/2002,SW Missouri St.,60,Illinois St.,61,,
01/19/2002,Bradley,63,Creighton,76,,
01/19/2002,New Orleans,68,Arkansas St.,65,,
01/19/2002,South Alabama,65,Arkansas Little Rock,72,,
01/19/2002,Nicholls St.,43,Sam Houston St.,84,,
01/19/2002,SE Louisiana,63,Lamar,59,,
01/19/2002,Chicago St.,49,Southern Utah,69,,
01/19/2002,Idaho St.,65,Montana,74,,
01/19/2002,Nevada,73,Boise St.,64,,
01/19/2002,Fresno St.,80,Texas El Paso,77,,
01/19/2002,Louisiana Lafayette,71,New Mexico St.,66,,
01/19/2002,Gardner Webb,84,Texas Pan American,94,,
01/19/2002,Weber St.,68,Montana St.,79,,
01/19/2002,Western Kentucky,86,Denver,59,,
01/19/2002,Temple,53,Massachusetts,63,,
01/19/2002,Pittsburgh,68,Georgetown,67,,
01/19/2002,Georgia,84,Florida,79,,
01/19/2002,Colorado St.,69,San Diego St.,81,,
01/19/2002,Hawaii,53,San Jose St.,57,,
01/19/2002,Idaho,60,Cal Riverside,58,,
01/19/2002,Northern Arizona,63,Cal St. Sacramento,81,,
01/19/2002,Oregon,63,Oregon St.,51,,
01/19/2002,Brigham Young,58,New Mexico,73,,
01/19/2002,Purdue,66,Wisconsin,77,,
01/19/2002,East Carolina,72,St. Louis,85,,
01/19/2002,Wagner,82,Sacred Heart,80,,
01/19/2002,Campbell,84,Jacksonville St.,79,,
01/19/2002,Troy St.,71,Jacksonville,74,,
01/19/2002,MD Baltimore County,58,Central Connecticut,76,,
01/19/2002,George Washington,74,St. Joseph's (PA),92,,
01/19/2002,Elon,64,NC Asheville,76,,
01/19/2002,Indiana,67,Ohio St.,73,,
01/19/2002,Cleveland St.,50,Detroit,53,,
01/19/2002,Mount St. Mary's,60,Long Island,57,,
01/19/2002,Delaware St.,55,Hampton,58,,
01/19/2002,Morgan St.,66,Florida A&M,72,,
01/19/2002,Coppin St.,72,Bethune Cookman,96,,
01/19/2002,Oklahoma St.,70,Texas Tech,94,,
01/19/2002,Mercer,71,Stetson,76,,
01/19/2002,St. Francis (PA),55,Monmouth (NJ),57,,
01/19/2002,Belmont,66,Florida Atlantic,69,,
01/19/2002,Robert Morris,86,Fairleigh Dickinson,57,,
01/19/2002,Birmingham Southern,67,Coastal Carolina,74,,
01/19/2002,Mississippi St.,73,Alabama,85,,
01/19/2002,IUPUI,69,Oakland,83,,
01/19/2002,Baylor,60,Texas A&M,63,,
01/19/2002,Mississippi,70,Arkansas,64,,
01/19/2002,Southern California,81,Arizona St.,73,,
01/19/2002,Oral Roberts,95,Western Illinois,82,,
01/19/2002,Texas San Antonio,86,Northwestern St.,88,,
01/19/2002,Minnesota,69,Michigan,71,,
01/19/2002,Quinnipiac,102,St. Francis (NY),112,,
01/19/2002,Nebraska,66,Texas,77,,
01/19/2002,St. Mary's (CA),67,San Francisco,84,,
01/19/2002,Xavier (OH),71,La Salle,67,,
01/19/2002,North Carolina,54,Connecticut,86,,
01/19/2002,Lafayette,72,Army,85,,
01/19/2002,Georgia St.,59,Samford,63,,
01/19/2002,Savannah St.,68,Lipscomb,76,,
01/19/2002,Holy Cross,72,Lehigh,66,,
01/19/2002,Louisville,50,Cincinnati,77,,
01/19/2002,Wisconsin Milwaukee,73,Butler,72,,
01/19/2002,UCLA,86,Arizona,96,,
01/19/2002,Colorado,77,Missouri,92,,
01/19/2002,Illinois Chicago,99,IUPU Ft. Wayne,80,,
01/19/2002,Bucknell,52,American,69,,
01/19/2002,Wisconsin Green Bay,73,Wright St.,96,,
01/19/2002,College of Charleston,63,VMI,55,,
01/19/2002,Miami (OH),61,Ohio,85,,
01/19/2002,Georgia Tech,71,North Carolina St.,84,,
01/19/2002,Auburn,58,LSU,75,,
01/19/2002,Youngstown St.,63,Loyola Chicago,72,,
01/19/2002,Western Michigan,72,Kent St.,75,,
01/19/2002,Marquette,87,DePaul,68,,
01/19/2002,Oklahoma,67,Kansas,74,,
01/19/2002,Wofford,73,Georgia Southern,86,,
01/19/2002,Wake Forest,80,Duke,103,,
01/19/2002,Chattanooga,64,The Citadel,72,,
01/19/2002,Toledo,57,Bowling Green,76,,
01/19/2002,Michigan St.,77,Penn St.,65,,
01/19/2002,Missouri Kansas City,60,Valparaiso,78,,
01/19/2002,Kentucky,72,Notre Dame,65,,
01/19/2002,Gonzaga,94,Loyola Marymount,60,,
01/19/2002,Pacific,74,Long Beach St.,78,,
01/19/2002,Utah St.,51,Cal St. Fullerton,65,,
01/19/2002,Portland St.,79,Eastern Washington,88,,
01/19/2002,Washington,60,Stanford,105,,
01/19/2002,Santa Clara,86,San Diego,77,,
01/19/2002,Portland,88,Pepperdine,109,,
01/19/2002,Cal Santa Barbara,74,Cal Poly-SLO,67,,
01/19/2002,SW Texas St.,57,Louisiana Monroe,70,,
01/19/2002,Tulsa,95,Southern Methodist,87,,
01/19/2002,Mississippi Valley St.,69,Texas Southern,72,,
01/19/2002,Alabama A&M,82,Southern,68,,
01/19/2002,Arkansas Pine Bluff,63,Prairie View A&M,76,,
01/19/2002,Texas Arlington,61,McNeese St.,67,,
01/19/2002,Winthrop,81,Liberty,48,,
01/19/2002,Grambling,91,Jackson St.,96,,
01/19/2002,Alabama St.,61,Alcorn St.,75,,
01/19/2002,Washington St.,57,California,90,,
01/19/2002,Rice,43,Louisiana Tech,57,,
01/19/2002,Richmond,52,Dayton,68,,
01/19/2002,Eastern Kentucky,71,Morehead St.,84,,
01/19/2002,Vanderbilt,60,South Carolina,51,,
01/19/2002,Brown,87,Yale,82,,
01/20/2002,Boston University,95,Northeastern,88,,
01/20/2002,Maine,83,Binghamton,60,,
01/20/2002,Villanova,63,St. John's (NY),65,,
01/20/2002,Northern Iowa,77,Drake,71,,
01/20/2002,Fairfield,64,Loyola (MD),53,,
01/20/2002,Florida St.,74,Virginia,91,,
01/20/2002,Virginia Tech,68,Boston College,77,,
01/20/2002,Clemson,90,Maryland,99,,
01/20/2002,Fordham,71,Rhode Island,58,,
01/20/2002,North Carolina A&T,63,NC Central,57,,
01/20/2002,Vermont,65,Hartford,78,,
01/20/2002,Albany (NY),60,New Hampshire,71,,
01/21/2002,Wyoming,88,San Diego St.,85,,
01/21/2002,Howard,58,Hampton,79,,
01/21/2002,Brigham Young,64,Air Force,74,,
01/21/2002,Youngstown St.,69,Illinois Chicago,85,,
01/21/2002,Birmingham Southern,44,Charleston Southern,71,,
01/21/2002,St. Peter's,71,Canisius,62,,
01/21/2002,Iona,71,Siena,79,,
01/21/2002,The Citadel,65,College of Charleston,77,,
01/21/2002,Furman,76,Chattanooga,65,,
01/21/2002,Georgetown,83,Notre Dame,73,,
01/21/2002,Lafayette,66,Pennsylvania,73,,
01/21/2002,VMI,93,Appalachian St.,91,,
01/21/2002,Western Carolina,67,Georgia Southern,96,,
01/21/2002,Middle Tennessee St.,56,Tennessee,74,,
01/21/2002,Coppin St.,61,Florida A&M,75,,
01/21/2002,North Carolina A&T,79,MD Eastern Shore,67,,
01/21/2002,Delaware St.,82,Norfolk St.,62,,
01/21/2002,Morgan St.,66,Bethune Cookman,64,,
01/21/2002,Liberty,53,Elon,75,,
01/21/2002,Evansville,55,SW Missouri St.,76,,
01/21/2002,Tennessee Martin,75,Tennessee Tech,83,,
01/21/2002,Alabama A&M,82,Alcorn St.,91,,
01/21/2002,Winthrop,83,High Point,75,,
01/21/2002,Mississippi Valley St.,78,Prairie View A&M,85,,
01/21/2002,Alabama St.,67,Southern,57,,
01/21/2002,Arkansas Pine Bluff,60,Texas Southern,74,,
01/21/2002,Utah,81,New Mexico,51,,
01/21/2002,Missouri,71,Oklahoma,84,,
01/21/2002,Colorado St.,68,UNLV,75,,
01/22/2002,Hartford,67,Dartmouth,65,,
01/22/2002,Toledo,61,Central Michigan,75,,
01/22/2002,Ohio,80,Eastern Michigan,66,,
01/22/2002,Samford,56,Jacksonville St.,59,,
01/22/2002,Jacksonville,58,Stetson,68,,
01/22/2002,Syracuse,57,Pittsburgh,72,,
01/22/2002,Florida Atlantic,56,Central Florida,62,,
01/22/2002,Creighton,67,Wichita St.,55,,
01/22/2002,Kansas St.,71,Colorado,85,,
01/22/2002,Kentucky,69,Auburn,62,,
01/22/2002,Cincinnati,54,St. Louis,50,,
01/22/2002,Miami (OH),70,Northern Illinois,78,,
01/22/2002,Rutgers,55,Providence,70,,
