date,visitor,visitor_score,home,home_score,notes,location
02/15/2003,Arkansas,65,South Carolina,72,,
02/15/2003,College of Charleston,108,Appalachian St.,96,,
02/15/2003,NC Greensboro,67,The Citadel,66,,
02/15/2003,Maine,62,Binghamton,63,,
02/15/2003,Texas,75,Nebraska,63,,
02/15/2003,Kent St.,71,Ohio,74,,
02/15/2003,NC Wilmington,74,Hofstra,70,,
02/15/2003,Providence,69,St. John's,59,,
02/15/2003,Wisconsin Green Bay,73,Loyola Chicago,84,1,
02/15/2003,Western Carolina,61,Virginia Military Inst,58,,
02/15/2003,Quinnipiac,78,Sacred Heart,69,,
02/15/2003,Western Michigan,67,Bowling Green,65,,
02/15/2003,East Carolina,42,St. Louis,56,,
02/15/2003,Creighton,74,Wichita St.,80,,
02/15/2003,Saint Joseph's,56,Dayton,66,,
02/15/2003,Ohio St.,54,Michigan,70,,
02/15/2003,Marshall,49,Miami OH,69,,
02/15/2003,Colorado St.,75,Air Force,80,,
02/15/2003,Florida International,48,New Orleans,49,,
02/15/2003,Northwestern,51,Michigan St.,64,,
02/15/2003,Boise St.,62,Rice,72,,
02/15/2003,Southern Illinois,73,Bradley,77,1,
02/15/2003,Colgate,68,Army,58,,
02/15/2003,Lafayette,65,Holy Cross,73,,
02/15/2003,Louisville,73,Marquette,70,,
02/15/2003,North Carolina St.,54,Temple,76,,
02/15/2003,Marist,56,Fairfield,67,,
02/15/2003,UCLA,69,Arizona St.,85,,
02/15/2003,Oklahoma,63,Texas Tech,58,,
02/15/2003,Vanderbilt,70,Georgia,83,,
02/15/2003,Kansas St.,63,Missouri,71,,
02/15/2003,Georgetown,85,Virginia Tech,73,,
02/15/2003,Old Dominion,73,Towson,51,,
02/15/2003,Miami FL,65,Boston College,76,,
02/15/2003,West Virginia,52,Rutgers,46,,
02/15/2003,Winthrop,86,High Point,70,,
02/15/2003,North Carolina A&T,53,Delaware St.,76,,
02/15/2003,Bethune Cookman,68,Howard,96,,
02/15/2003,Florida A&M,62,Maryland Eastern Shore,60,,
02/15/2003,IUPU Ft. Wayne,64,Illinois Chicago,86,,
02/15/2003,Florida,59,Tennessee,66,,
02/15/2003,Washington St.,54,Stanford,72,,
02/15/2003,DePaul,74,Southern Mississippi,69,1,
02/15/2003,Western Illinois,75,Chicago St.,73,,
02/15/2003,Louisiana Monroe,75,Northwestern St.,63,,
02/15/2003,Southeast Louisiana,51,Stephen F. Austin,67,,
02/15/2003,Nicholls St.,46,Texas Arlington,74,,
02/15/2003,Arkansas St.,63,Western Kentucky,69,,
02/15/2003,Penn St.,71,Iowa,84,,
02/15/2003,Butler,66,Detroit,63,,
02/15/2003,Mississippi,64,Mississippi St.,68,1,
02/15/2003,Washington,53,California,58,,
02/15/2003,Eastern Illinois,85,Tennessee Martin,84,,
02/15/2003,Massachusetts,82,St. Bonaventure,76,,
02/15/2003,Charleston Southern,48,Liberty,54,,
02/15/2003,Coastal Carolina,58,Radford,65,,
02/15/2003,George Mason,60,William & Mary,43,,
02/15/2003,Cincinnati,64,Charlotte,74,,
02/15/2003,Columbia,49,Dartmouth,63,,
02/15/2003,Cornell,82,Harvard,69,,
02/15/2003,Brown,66,Pennsylvania,73,,
02/15/2003,Ball St.,80,Buffalo,68,,
02/15/2003,Northern Illinois,70,Eastern Michigan,68,1,
02/15/2003,Central Michigan,66,Toledo,64,,
02/15/2003,Wisconsin Milwaukee,86,Youngstown St.,61,,
02/15/2003,Cleveland St.,63,Wright St.,76,,
02/15/2003,Robert Morris,64,MD Baltimore County,58,,
02/15/2003,East Tennessee St.,87,Davidson,72,,
02/15/2003,Belmont,87,Jacksonville St.,92,,
02/15/2003,Florida Atlantic,54,Jacksonville,89,,
02/15/2003,Central Florida,90,Stetson,82,,
02/15/2003,St. Francis PA,79,Mount St. Mary's,69,1,
02/15/2003,Arkansas Little Rock,74,Middle Tennessee St.,58,,
02/15/2003,Fairleigh Dickinson,80,St. Francis NY,85,,
02/15/2003,Eastern Kentucky,87,Morehead St.,88,,
02/15/2003,Texas El Paso,58,Tulsa,81,,
02/15/2003,Delaware,66,Virginia Commonwealth,71,,
02/15/2003,Yale,49,Princeton,56,,
02/15/2003,Norfolk St.,52,Coppin St.,64,,
02/15/2003,Hampton,75,Morgan St.,59,,
02/15/2003,Wofford,68,Georgia Southern,69,,
02/15/2003,Elon,67,Birmingham Southern,76,,
02/15/2003,Idaho St.,65,Montana,69,,
02/15/2003,Illinois,61,Purdue,70,,
02/15/2003,Baylor,74,Oklahoma St.,72,,
02/15/2003,Samford,78,Georgia St.,74,2,
02/15/2003,Oral Roberts,65,IUPUI,76,,
02/15/2003,UAB,70,Memphis,94,,
02/15/2003,Texas Christian,78,Tulane,84,,
02/15/2003,Southeast Missouri St.,65,Murray St.,71,,
02/15/2003,Southwest Texas St.,53,Lamar,64,,
02/15/2003,Texas San Antonio,50,Sam Houston St.,72,,
02/15/2003,Alabama A&M,74,Alabama St.,85,,
02/15/2003,Drake,59,Illinois St.,48,,
02/15/2003,Indiana St.,51,Southwest Missouri St.,65,,
02/15/2003,Eastern Washington,78,Northern Arizona,75,,
02/15/2003,Auburn,68,Alabama,84,,
02/15/2003,Tennessee Tech,54,Austin Peay,58,,
02/15/2003,Prairie View A&M,74,Grambling,61,,
02/15/2003,Texas Southern,63,Jackson St.,80,,
02/15/2003,Alcorn St.,65,Mississippi Valley St.,73,,
02/15/2003,Texas A&M Corpus Chris,58,Texas Pan American,54,,
02/15/2003,Southern,79,Arkansas Pine Bluff,88,1,
02/15/2003,Duke,78,Virginia,59,,
02/15/2003,Texas A&M,83,Colorado,98,,
02/15/2003,Oregon,80,Oregon St.,63,,
02/15/2003,Wyoming,103,New Mexico,91,,
02/15/2003,San Diego St.,62,Utah,76,,
02/15/2003,Long Beach St.,61,Utah St.,95,,
02/15/2003,Valparaiso,69,Southern Utah,61,,
02/15/2003,Weber St.,70,Montana St.,58,,
02/15/2003,Cal Poly,67,Pacific,64,,
02/15/2003,San Francisco,71,Gonzaga,82,,
02/15/2003,St. Mary's,71,Portland,59,,
02/15/2003,Southern Methodist,56,Fresno St.,76,,
02/15/2003,Louisiana Lafayette,69,New Mexico St.,58,,
02/15/2003,UC Santa Barbara,67,Cal St. Northridge,58,,
02/15/2003,Portland St.,58,sacramento st.,72,,
02/15/2003,UC Irvine,65,Idaho,52,,
02/15/2003,Louisiana Tech,99,Nevada,97,1,
02/15/2003,Loyola Marymount,51,San Diego,73,,
02/15/2003,San Jose St.,55,Hawaii,54,,
02/16/2003,Iowa St.,51,Kansas,70,,
02/16/2003,Albany,87,New Hampshire,79,,
02/16/2003,Richmond,50,George Washington,64,,
02/16/2003,Loyola MD,66,Niagara,79,,
02/16/2003,Northern Iowa,63,Evansville,83,,
02/16/2003,Manhattan,77,Iona,80,2,
02/16/2003,Pepperdine,61,Santa Clara,73,,
02/17/2003,St. Peter's,86,Marist,91,N,"Bridgeport, CT"
02/17/2003,Rider,58,Fairfield,56,,
02/17/2003,Wake Forest,67,Maryland,90,,
02/17/2003,New Orleans,48,Florida,77,,
02/17/2003,Coastal Carolina,73,Liberty,79,,
02/17/2003,Charleston Southern,57,Radford,59,,
02/17/2003,Western Carolina,63,College of Charleston,79,,
02/17/2003,The Citadel,60,Furman,77,,
02/17/2003,Savannah St.,72,Mercer,97,,
02/17/2003,Bethune Cookman,57,Maryland Eastern Shore,48,,
02/17/2003,Tennessee Tech,76,Eastern Kentucky,68,,
02/17/2003,Texas Southern,60,Grambling,69,,
02/17/2003,Stetson,64,Lipscomb,87,,
02/17/2003,Texas Arlington,52,Sam Houston St.,56,,
02/17/2003,Prairie View A&M,70,Jackson St.,75,,
02/17/2003,Southern,69,Mississippi Valley St.,77,,
02/17/2003,Alcorn St.,74,Arkansas Pine Bluff,68,,
02/17/2003,Nevada Las Vegas,80,Utah,86,1,
02/17/2003,Texas Tech,65,Texas,77,,
02/17/2003,Colorado St.,72,New Mexico,82,,
02/17/2003,San Diego St.,64,Brigham Young,66,,
02/17/2003,Wyoming,64,Air Force,57,,
02/18/2003,Florida A&M,68,Howard,74,,
02/18/2003,Chattanooga,77,Virginia Military Inst,52,,
02/18/2003,Notre Dame,56,West Virginia,55,,
02/18/2003,Georgia,74,Alabama,69,,
02/18/2003,Pittsburgh,82,Georgetown,67,,
02/18/2003,St. John's,60,Syracuse,66,,
02/18/2003,Michigan St.,40,Illinois,70,,
02/18/2003,Florida St.,60,North Carolina St.,71,,
02/18/2003,DePaul,77,East Carolina,63,,
02/18/2003,Niagara,71,Siena,84,,
02/18/2003,Buffalo,55,Kent St.,98,,
02/18/2003,Toledo,64,Western Michigan,67,,
02/18/2003,Jacksonville,69,Georgia St.,71,,
02/18/2003,Quinnipiac,70,Long Island,62,,
02/18/2003,East Tennessee St.,75,NC Greensboro,73,,
02/18/2003,Central Connecticut,58,Wagner,61,,
02/18/2003,Appalachian St.,76,Wofford,72,,
02/18/2003,Centenary,76,IUPU Ft. Wayne,90,,
02/18/2003,Davidson,85,Georgia Southern,76,,
02/18/2003,Hampton,65,Coppin St.,51,,
02/18/2003,Norfolk St.,60,Morgan St.,63,,
02/18/2003,Miami FL,63,Providence,73,,
02/18/2003,North Carolina A&T,57,North Carolina,93,,
02/18/2003,Clemson,73,Virginia,64,,
02/18/2003,Nebraska,50,Missouri,67,,
02/18/2003,South Florida,65,Tulane,68,,
02/18/2003,Western Illinois,52,Southeast Missouri St.,53,,
02/18/2003,UAB,88,Texas Christian,85,1,
02/18/2003,St. Louis,58,Cincinnati,55,,
02/18/2003,Texas A&M Corpus Chris,77,Texas El Paso,72,,
02/18/2003,Southern Mississippi,42,Houston,46,,
02/19/2003,Toccoa Falls,61,Wofford,114,,
02/19/2003,Xavier,93,La Salle,71,,
02/19/2003,Dayton,70,Richmond,63,,
02/19/2003,Michigan,78,Purdue,67,,
02/19/2003,Memphis,80,Louisville,73,,
02/19/2003,Fordham,65,St. Bonaventure,83,,
02/19/2003,Rhode Island,64,Temple,69,,
02/19/2003,Maine,54,Boston University,65,,
02/19/2003,Stony Brook,64,Hartford,72,,
02/19/2003,New Hampshire,68,Vermont,85,,
02/19/2003,Rutgers,70,Connecticut,87,,
02/19/2003,NC Asheville,72,Elon,75,,
02/19/2003,Towson,56,James Madison,87,,
02/19/2003,George Mason,55,NC Wilmington,75,,
02/19/2003,Drexel,62,Old Dominion,57,,
02/19/2003,Ball St.,92,Central Michigan,94,,
02/19/2003,Eastern Michigan,76,Ohio,73,1,
02/19/2003,Western Kentucky,71,Florida International,58,,
02/19/2003,Colorado,87,Kansas,94,,
02/19/2003,George Washington,73,Duquesne,78,,
02/19/2003,Hofstra,91,Delaware,82,,
02/19/2003,Virginia Tech,69,Boston College,87,,
02/19/2003,William & Mary,73,Virginia Commonwealth,93,,
02/19/2003,Tennessee,63,South Carolina,77,,
02/19/2003,South Carolina St.,78,Delaware St.,83,,
02/19/2003,Mississippi St.,63,Auburn,46,,
02/19/2003,Kentucky,66,Arkansas,50,,
02/19/2003,Wisconsin,57,Penn St.,58,,
02/19/2003,Baylor,66,Kansas St.,57,,
02/19/2003,Iowa St.,54,Texas A&M,66,,
02/19/2003,Texas Pan American,45,Savannah St.,39,,
02/19/2003,Minnesota,73,Northwestern,61,,
02/19/2003,High Point,62,Birmingham Southern,63,,
02/19/2003,Indiana St.,54,Creighton,77,,
02/19/2003,Youngstown St.,53,Wisconsin Green Bay,69,,
02/19/2003,Wichita St.,80,Drake,70,,
02/19/2003,Evansville,61,Illinois St.,65,,
02/19/2003,Bradley,80,Northern Iowa,84,,
02/19/2003,Southwest Missouri St.,69,Southern Illinois,74,,
02/19/2003,Tulsa,77,Southern Methodist,70,,
02/19/2003,Morris Brown,58,Alabama A&M,92,,
02/19/2003,Lipscomb,72,Jacksonville St.,96,,
02/19/2003,West Alabama,62,Southern,77,,
02/19/2003,Maryland,70,Duke,75,,
02/19/2003,Oklahoma St.,48,Oklahoma,64,,
02/19/2003,Indiana,79,Iowa,63,,
02/19/2003,Portland,72,Gonzaga,68,,
02/19/2003,Fresno St.,74,San Jose St.,70,2,
02/19/2003,Pacific,61,Long Beach St.,70,,
02/19/2003,Nevada,71,Hawaii,73,,
02/20/2003,Wake Forest,75,Georgia Tech,67,,
02/20/2003,Liberty,72,Winthrop,84,,
02/20/2003,Wright St.,64,Butler,79,,
02/20/2003,Long Island,53,Central Connecticut,95,,
02/20/2003,Monmouth,72,St. Francis PA,70,,
02/20/2003,Mount St. Mary's,55,Wagner,57,,
02/20/2003,Mercer,87,Florida Atlantic,72,,
02/20/2003,Binghamton,76,Albany,59,,
02/20/2003,Illinois Chicago,87,Cleveland St.,74,,
02/20/2003,Fairleigh Dickinson,56,Robert Morris,69,,
02/20/2003,Murray St.,71,Eastern Kentucky,73,,
02/20/2003,Troy St.,77,Central Florida,72,,
02/20/2003,MD Baltimore County,57,Sacred Heart,68,,
02/20/2003,St. Francis NY,61,Quinnipiac,80,,
02/20/2003,Tennessee Martin,76,Morehead St.,104,,
02/20/2003,Chicago St.,71,IUPU Ft. Wayne,75,,
02/20/2003,Miami OH,55,Akron,53,,
02/20/2003,New Orleans,76,North Texas,73,,
02/20/2003,IUPUI,75,Western Illinois,59,,
02/20/2003,Detroit,64,Loyola Chicago,76,,
02/20/2003,Stephen F. Austin,77,Lamar,73,,
02/20/2003,Louisiana Monroe,70,Southeast Louisiana,58,,
02/20/2003,Rice,65,Louisiana Tech,63,,
02/20/2003,New Mexico St.,64,Arkansas Little Rock,72,,
02/20/2003,Louisiana Lafayette,72,Arkansas St.,84,,
02/20/2003,Oakland,65,Valparaiso,81,,
02/20/2003,Austin Peay,76,Eastern Illinois,80,,
02/20/2003,Campbell,56,Belmont,74,,
02/20/2003,UC Santa Barbara,63,Cal Poly,66,,
02/20/2003,Texas San Antonio,66,McNeese St.,72,,
02/20/2003,Northwestern St.,62,Nicholls St.,53,,
02/20/2003,Charlotte,67,Marquette,75,,
02/20/2003,Gardner Webb,54,Samford,63,,
02/20/2003,South Alabama,50,Denver,77,,
02/20/2003,Northern Arizona,76,Idaho St.,90,,
02/20/2003,sacramento st.,65,Weber St.,88,,
02/20/2003,Oregon St.,80,Washington,72,,
02/20/2003,Oregon,89,Washington St.,70,,
02/20/2003,Idaho,68,UC Riverside,64,,
02/20/2003,Cal St. Northridge,57,UC Irvine,64,,
02/20/2003,Utah St.,62,Cal St. Fullerton,41,,
02/20/2003,California,75,UCLA,76,1,
02/20/2003,Stanford,73,Southern California,67,,
02/21/2003,Columbia,70,Brown,83,,
02/21/2003,Princeton,70,Dartmouth,60,,
02/21/2003,Pennsylvania,82,Harvard,66,,
02/21/2003,Cornell,52,Yale,70,,
02/21/2003,St. Peter's,89,Iona,98,,
02/21/2003,Lehigh,59,Army,52,,
02/21/2003,Bucknell,70,Lafayette,53,,
02/21/2003,Loyola MD,44,Rider,50,,
02/21/2003,Jacksonville St.,78,Georgia St.,76,1,
02/21/2003,Navy,52,Colgate,73,,
02/21/2003,American,66,Holy Cross,68,,
02/21/2003,Santa Clara,65,San Francisco,78,,
02/21/2003,San Diego,75,St. Mary's,57,,
02/22/2003,Fresno St.,66,Creighton,67,,
02/22/2003,Florida St.,60,Clemson,74,,
02/22/2003,St. Bonaventure,72,Saint Joseph's,76,,
02/22/2003,Georgetown,74,Miami FL,72,,
02/22/2003,Seton Hall,68,West Virginia,64,,
02/22/2003,Miami OH,63,Buffalo,35,,
02/22/2003,IUPUI,71,Valparaiso,77,,
02/22/2003,Purdue,44,Ohio St.,52,,
02/22/2003,Virginia Tech,76,Notre Dame,98,,
02/22/2003,Western Michigan,72,Ohio,79,2,
02/22/2003,Virginia Commonwealth,80,Hofstra,77,,
02/22/2003,Boston University,53,Vermont,60,,
02/22/2003,Georgia Southern,64,The Citadel,63,,
02/22/2003,NC Greensboro,60,Virginia Military Inst,61,,
02/22/2003,Hartford,67,Albany,53,,
02/22/2003,Northern Iowa,76,Louisiana Tech,71,,
02/22/2003,Wright St.,61,IUPU Ft. Wayne,84,,
02/22/2003,Kansas St.,61,Iowa St.,64,,
02/22/2003,Texas A&M,69,Texas Tech,70,,
02/22/2003,Marquette,79,Texas Christian,68,,
02/22/2003,Xavier,73,Dayton,72,,
02/22/2003,North Carolina,56,Maryland,96,,
02/22/2003,Northwestern,61,Illinois,73,N,"Chicago, IL"
02/22/2003,South Carolina,66,Georgia,79,,
02/22/2003,La Salle,67,George Washington,76,,
02/22/2003,St. John's,69,Connecticut,77,,
02/22/2003,James Madison,57,George Mason,52,,
02/22/2003,Drexel,78,William & Mary,62,,
02/22/2003,St. Louis,62,DePaul,61,,
02/22/2003,Alabama,76,Tennessee,71,,
02/22/2003,Stetson,59,Jacksonville,73,,
02/22/2003,Old Dominion,63,Delaware,73,,
02/22/2003,Illinois St.,57,Marshall,53,,
02/22/2003,Campbell,44,Samford,63,,
02/22/2003,Davidson,94,Appalachian St.,81,,
02/22/2003,Troy St.,76,Florida Atlantic,66,,
02/22/2003,New Mexico,69,Nevada Las Vegas,74,,
02/22/2003,Nebraska,64,Baylor,78,,
02/22/2003,Wisconsin Milwaukee,64,Southern Illinois,66,,
02/22/2003,Central Michigan,87,Northern Illinois,75,,
02/22/2003,Southwest Missouri St.,54,Bradley,52,,
02/22/2003,Texas,77,Oklahoma St.,82,,
02/22/2003,Louisville,80,Cincinnati,101,,
02/22/2003,North Carolina St.,68,Duke,79,,
02/22/2003,Fairfield,79,Niagara,83,,
02/22/2003,Norfolk St.,61,Bethune Cookman,48,,
02/22/2003,Coppin St.,65,Delaware St.,69,,
02/22/2003,Hampton,83,Florida A&M,80,,
02/22/2003,MD Baltimore County,65,Wagner,76,,
02/22/2003,Mount St. Mary's,70,Sacred Heart,78,,
02/22/2003,Ball St.,79,Western Kentucky,84,,
02/22/2003,Wisconsin,61,Iowa,53,,
02/22/2003,Eastern Michigan,76,Toledo,73,,
02/22/2003,Long Island,140,St. Francis NY,142,2,
02/22/2003,Wichita St.,72,Indiana St.,63,,
02/22/2003,Stanford,93,UCLA,84,,
02/22/2003,Auburn,80,Mississippi,75,,
02/22/2003,NC Asheville,55,Coastal Carolina,68,,
02/22/2003,Tulane,72,Southern Mississippi,76,,
02/22/2003,Southern Utah,70,Chicago St.,54,,
02/22/2003,Oakland,89,Western Illinois,79,,
02/22/2003,Bowling Green,72,Illinois Chicago,83,,
02/22/2003,New Mexico St.,82,Arkansas St.,67,,
02/22/2003,Gardner Webb,73,Belmont,81,,
02/22/2003,Howard,81,South Carolina St.,90,,
02/22/2003,Colorado St.,60,Wyoming,62,,
02/22/2003,Rutgers,65,Pittsburgh,86,,
02/22/2003,NC Wilmington,75,Towson,51,,
02/22/2003,Villanova,60,Providence,70,,
02/22/2003,Charleston Southern,56,Winthrop,75,,
02/22/2003,Radford,74,Elon,84,,
02/22/2003,Charlotte,71,East Carolina,66,,
02/22/2003,Memphis,73,South Florida,66,,
02/22/2003,Cornell,62,Brown,70,,
02/22/2003,Pennsylvania,67,Dartmouth,52,,
02/22/2003,Princeton,67,Harvard,66,,
02/22/2003,Columbia,59,Yale,71,,
02/22/2003,Butler,69,Youngstown St.,60,,
02/22/2003,Loyola Chicago,77,Cleveland St.,72,,
02/22/2003,Fairleigh Dickinson,66,St. Francis PA,68,,
02/22/2003,Oregon,66,Washington,78,,
02/22/2003,East Tennessee St.,89,Western Carolina,86,,
02/22/2003,Furman,69,Wofford,66,,
02/22/2003,College of Charleston,78,Chattanooga,79,1,
02/22/2003,Middle Tennessee St.,80,Florida International,70,,
02/22/2003,Rhode Island,69,Richmond,70,1,
02/22/2003,Maryland Eastern Shore,91,North Carolina A&T,79,,
02/22/2003,Monmouth,69,Robert Morris,67,,
02/22/2003,Tennessee Martin,78,Eastern Kentucky,70,,
02/22/2003,Murray St.,74,Morehead St.,77,,
02/22/2003,Mercer,69,Central Florida,66,,
02/22/2003,Florida,77,Vanderbilt,74,1,
02/22/2003,South Alabama,70,North Texas,60,,
02/22/2003,Houston,52,UAB,80,,
02/22/2003,Arkansas,56,Louisiana St.,75,,
02/22/2003,Texas Arlington,58,Lamar,60,,
02/22/2003,Stephen F. Austin,62,Sam Houston St.,69,,
02/22/2003,McNeese St.,67,Southeast Louisiana,74,,
02/22/2003,Centenary,69,Texas A&M Corpus Chris,73,,
02/22/2003,Rice,63,Southern Methodist,73,,
02/22/2003,Alabama St.,54,Southern,57,,
02/22/2003,Drake,81,Evansville,73,,
02/22/2003,Cal St. Northridge,77,Long Beach St.,71,,
02/22/2003,Missouri Kansas City,91,Oral Roberts,86,2,
02/22/2003,Louisiana Lafayette,85,Arkansas Little Rock,81,,
02/22/2003,Austin Peay,63,Southeast Missouri St.,56,,
02/22/2003,Tennessee Tech,101,Tennessee St.,72,,
02/22/2003,Northwestern St.,83,Louisiana Monroe,78,,
02/22/2003,Alabama A&M,71,Alcorn St.,79,,
02/22/2003,Grambling,75,Jackson St.,80,,
02/22/2003,Mississippi Valley St.,75,Prairie View A&M,72,1,
02/22/2003,Arkansas Pine Bluff,58,Texas Southern,54,,
02/22/2003,Arizona,92,Arizona St.,72,,
02/22/2003,Penn St.,62,Minnesota,77,,
02/22/2003,Missouri,68,Colorado,89,,
02/22/2003,Loyola Marymount,71,Pepperdine,94,,
02/22/2003,Nevada,74,San Jose St.,66,,
02/22/2003,sacramento st.,83,Idaho St.,90,,
02/22/2003,Montana St.,63,Montana,66,,
02/22/2003,Northern Arizona,64,Weber St.,79,,
02/22/2003,Oregon St.,71,Washington St.,75,,
02/22/2003,Texas El Paso,52,Boise St.,69,,
02/22/2003,Hawaii,79,Kent St.,78,,
02/22/2003,Utah St.,65,UC Riverside,72,,
02/22/2003,Eastern Washington,72,Portland St.,58,,
02/22/2003,Pacific,73,UC Irvine,78,1,
02/22/2003,Idaho,59,Cal St. Fullerton,62,2,
02/22/2003,Air Force,53,San Diego St.,67,,
02/22/2003,Birmingham Southern,53,Liberty,50,,
02/22/2003,California,84,Southern California,82,,
02/22/2003,San Diego,81,San Francisco,63,,
02/22/2003,Detroit,75,UC Santa Barbara,59,,
02/22/2003,Tulsa,60,Gonzaga,69,,
02/23/2003,Temple,99,Fordham,77,,
02/23/2003,Northeastern,54,Binghamton,66,,
02/23/2003,Stony Brook,56,Maine,74,,
02/23/2003,Duquesne,55,Massachusetts,70,,
02/23/2003,Syracuse,76,Michigan St.,75,,
02/23/2003,Mississippi St.,62,Kentucky,70,,
02/23/2003,Canisius,60,St. Peter's,79,,
02/23/2003,New Orleans,63,Denver,68,,
02/23/2003,Bucknell,66,Army,65,,
02/23/2003,American,59,Colgate,60,,
02/23/2003,Navy,42,Holy Cross,63,,
02/23/2003,Lehigh,68,Lafayette,86,,
02/23/2003,Iona,74,Marist,75,,
02/23/2003,Virginia,71,Wake Forest,75,,
02/23/2003,Siena,72,Rider,61,,
02/23/2003,Ohio,82,Akron,84,1,
02/23/2003,Northern Michigan,67,Wisconsin Green Bay,72,,
02/23/2003,Santa Clara,57,St. Mary's,56,,
02/23/2003,Manhattan,83,Loyola MD,49,,
02/23/2003,Kansas,70,Oklahoma,77,,
02/24/2003,Connecticut,87,Notre Dame,79,,
02/24/2003,Old Dominion,52,George Mason,69,,
02/24/2003,NC Wilmington,72,William & Mary,48,,
02/24/2003,Butler,79,Cleveland St.,75,2,
02/24/2003,Sacred Heart,71,Wagner,79,,
02/24/2003,Appalachian St.,71,NC Greensboro,68,,
02/24/2003,Wofford,77,Western Carolina,86,,
02/24/2003,Birmingham Southern,67,Radford,57,,
02/24/2003,Virginia Military Inst,58,The Citadel,49,,
02/24/2003,Morgan St.,53,Delaware St.,80,,
02/24/2003,Norfolk St.,62,Florida A&M,72,,
02/24/2003,Howard,105,North Carolina A&T,81,,
02/24/2003,Maryland Eastern Shore,58,South Carolina St.,78,,
02/24/2003,Quinnipiac,68,Central Connecticut,66,,
02/24/2003,St. Francis PA,58,Robert Morris,61,,
02/24/2003,Furman,84,East Tennessee St.,71,,
02/24/2003,Chattanooga,97,Georgia Southern,99,,
02/24/2003,NC Asheville,68,Charleston Southern,76,,
02/24/2003,Saint Joseph's,75,La Salle,53,N,"Philadelphia, PA"
02/24/2003,Hampton,76,Bethune Cookman,69,,
02/24/2003,Tennessee St.,79,Murray St.,100,,
02/24/2003,Morris Brown,58,Savannah St.,67,,
02/24/2003,North Texas,60,Louisiana Lafayette,94,,
02/24/2003,Southwest Texas St.,73,Texas San Antonio,83,,
02/24/2003,Alabama St.,50,Alcorn St.,69,,
02/24/2003,Arkansas Pine Bluff,53,Prairie View A&M,66,,
02/24/2003,Alabama A&M,93,Southern,94,1,
02/24/2003,Centenary,78,Texas Pan American,76,,
02/24/2003,Texas Tech,62,Oklahoma St.,57,,
02/24/2003,New Mexico,73,San Diego St.,89,,
02/24/2003,Air Force,70,Nevada Las Vegas,74,,
02/24/2003,Mississippi Valley St.,72,Texas Southern,66,,
02/24/2003,Brigham Young,64,Utah,71,,
02/25/2003,Clemson,52,Maryland,91,,
02/25/2003,South Carolina,63,Florida,96,,
02/25/2003,Seton Hall,62,Rutgers,52,,
02/25/2003,Toledo,66,Buffalo,59,,
02/25/2003,Northern Illinois,56,Miami OH,59,,
02/25/2003,College of Charleston,94,Davidson,89,1,
02/25/2003,Akron,70,Central Michigan,69,,
02/25/2003,IUPU Ft. Wayne,67,Maine,92,,
02/25/2003,Providence,56,Georgetown,71,,
02/25/2003,Miami FL,56,Villanova,75,,
02/25/2003,Kent St.,67,Marshall,80,,
02/25/2003,William Carey,75,South Alabama,123,,
02/25/2003,Colorado,55,Iowa St.,81,,
02/25/2003,Kansas St.,61,Nebraska,68,,
02/25/2003,Iowa,71,Ohio St.,64,,
02/25/2003,Bradley,86,Wichita St.,77,,
02/25/2003,Indiana,54,Illinois,80,,
02/25/2003,North Carolina St.,75,North Carolina,67,1,
02/26/2003,Alabama,55,Mississippi St.,59,,
02/26/2003,Albany,54,Northeastern,69,,
02/26/2003,Arkansas,60,Vanderbilt,50,,
02/26/2003,Auburn,63,Louisiana St.,94,,
02/26/2003,Baylor,64,Texas,82,,
02/26/2003,Binghamton,70,Stony Brook,77,,
02/26/2003,Boston College,81,St. John's,63,,
02/26/2003,Bowling Green,73,Ball St.,94,,
02/26/2003,Creighton,63,Southwest Missouri St.,58,,
02/26/2003,Dayton,82,Rhode Island,70,,
02/26/2003,Delaware,56,Drexel,70,,
02/26/2003,DePaul,71,UAB,77,,
02/26/2003,Duke,77,Georgia Tech,58,,
02/26/2003,East Carolina,52,Cincinnati,53,,
02/26/2003,Elon,75,Coastal Carolina,53,,
02/26/2003,Evansville,64,Southern Illinois,76,,
02/26/2003,Fairfield,73,St. Peter's,71,,
02/26/2003,George Washington,89,St. Bonaventure,94,1,
02/26/2003,Georgia,89,Mississippi,82,,
02/26/2003,Houston,52,Tulane,56,,
02/26/2003,Illinois St.,63,Drake,70,,
02/26/2003,Liberty,68,High Point,72,,
02/26/2003,Massachusetts,46,Temple,88,,
02/26/2003,Michigan,42,Wisconsin,73,,
02/26/2003,Minnesota,61,Michigan St.,71,,
02/26/2003,Morris Brown,66,Bethune Cookman,85,,
02/26/2003,New Hampshire,62,Boston University,76,,
02/26/2003,Northern Iowa,59,Indiana St.,39,,
02/26/2003,Oklahoma,52,Missouri,67,,
02/26/2003,Penn St.,55,Purdue,79,,
02/26/2003,Pittsburgh,75,Virginia Tech,62,,
02/26/2003,Southern Mississippi,68,Charlotte,77,,
02/26/2003,Tennessee,68,Kentucky,80,,
02/26/2003,Texas A&M,45,Kansas,85,,
02/26/2003,Texas A&M Corpus Chris,63,New Orleans,77,,
02/26/2003,Texas Christian,64,Memphis,88,,
02/26/2003,Towson,47,Hofstra,66,,
02/26/2003,Vermont,61,Hartford,64,,
